persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
eldritch,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,3,1,-52.71680186550774,-39.481346362725304,15.742466633263035,3.090909090909091,0.9090909090909092,84.9090909090909,eldritch,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2640724856498673,-0.2640724856498673
emissary,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,22.521750906733192,-11.756823506124032,-11.19928207618667,67.45454545454545,28.545454545454547,22.363636363636363,emissary,ambiguous,False,Public Relations Managers,11-2032,11-0000,low,Emissary is symbolic/diplomatic; no clean modern SOC.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0239285484417281,-0.0239285484417281
empath,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,-15.63073246379601,3.872653771760119,-36.85070089037334,33.27272727272727,64.18181818181819,0.5454545454545454,empath,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1056838005094992,-0.1056838005094992
engineer,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,40.53531130675328,-7.183094127901816,11.6177339335681,93.27272727272728,39.81818181818182,79.45454545454545,engineer,broad,True,"Engineers, All Other",17-2199,17-0000,medium,Generic engineer maps to all-other engineers; many detailed engineer SOCs exist.,BLS OEWS national cross-industry estimates,May 2025,154070.0,122930.0,125330.0,59.1,,11.94516232357582,11.719370366661387,0.0199742751541663,0.0199742751541663
entrepreneur,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,0,20.68124983984013,16.282268700349828,6.638280765744367,65.63636363636364,79.81818181818181,66.72727272727273,entrepreneur,ambiguous,False,General and Operations Managers,11-1021,11-0000,low,"Entrepreneur is owner/founder status, not an OEWS occupation; ambiguous only.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0299117718947164,-0.0299117718947164
evaluator,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,45.0862291525949,-10.275203492139877,7.30469979303059,99.0909090909091,32.18181818181818,68.54545454545455,evaluator,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Evaluator is generic and not cleanly occupational.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0455105387190065,0.0455105387190065
evangelist,qwen,Qwen/Qwen3-32B,grounded_social,6,3,0,-19.141577588125063,5.67443705147744,-2.212664705609248,30.363636363636363,67.45454545454545,44.90909090909091,evangelist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.144117575739916,-0.144117575739916
examiner,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,45.622482113149296,-13.636909901713638,10.556259496184186,99.45454545454544,25.272727272727273,77.63636363636364,examiner,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Examiner is generic; many examiner categories exist.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0415751254572229,0.0415751254572229
exile,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,0,-46.92944222046441,-4.671833112873581,-7.730743697070087,6.7272727272727275,46.0,30.727272727272727,exile,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2154161358981909,-0.2154161358981909
expatriate,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,14.628705713343445,14.16857028430845,-10.601171666575794,63.09090909090909,77.27272727272727,23.454545454545453,expatriate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0251711996250656,-0.0251711996250656
facilitator,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,32.46340128951283,5.011736262444936,-16.05074555642301,81.27272727272727,66.36363636363636,14.363636363636363,facilitator,broad,True,Training and Development Specialists,13-1151,13-0000,low,Facilitator is a task role; training/development is a weak proxy.,BLS OEWS national cross-industry estimates,May 2025,458300.0,69280.0,75550.0,33.31,,13.035279270497215,11.145911543236316,0.0314541195218331,0.0314541195218331
familiar,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-40.97249406453255,-28.23184984477177,-1.701520806852049,11.818181818181818,10.0,46.36363636363637,familiar,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2030447966002637,-0.2030447966002637
fixer,qwen,Qwen/Qwen3-32B,grounded_social,1,5,5,-12.589280833406324,17.011219123328797,25.80174870134127,36.54545454545455,80.9090909090909,93.27272727272728,fixer,ambiguous,False,"Installation, Maintenance, and Repair Workers, All Other",49-9099,49-0000,low,Fixer is colloquial/archetypal; mapping is ambiguous.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1334382890824646,-0.1334382890824646
flaneur,qwen,Qwen/Qwen3-32B,grounded_social,3,3,2,-28.516237208350873,-8.30586306952345,9.198043172849127,22.727272727272727,35.81818181818182,72.9090909090909,flaneur,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1941195415305407,-0.1941195415305407
fool,qwen,Qwen/Qwen3-32B,trickster_chaos,5,4,0,-37.406736618602245,47.921355890494574,7.515254151053684,15.090909090909092,97.63636363636364,69.63636363636364,fool,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1472730489342613,-0.1472730489342613
forecaster,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,38.68581672340298,-8.505608430910035,10.42229932780222,91.8181818181818,35.09090909090909,77.27272727272727,forecaster,ambiguous,False,Atmospheric and Space Scientists,19-2021,19-0000,low,"Forecaster could be weather, economic, strategic, or symbolic; ambiguous.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0149615471043443,0.0149615471043443
futurist,qwen,Qwen/Qwen3-32B,procedural_professional,0,3,3,32.1773792965914,-10.578135070621816,9.81585988835528,80.54545454545455,31.454545454545453,75.81818181818181,futurist,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Futurist is not an OEWS occupation; ambiguous.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0158537694879974,-0.0158537694879974
gamer,qwen,Qwen/Qwen3-32B,combative_iconoclast,1,4,5,-1.515564708919442,24.950025711623432,24.217634666424384,46.36363636363637,88.9090909090909,90.72727272727272,gamer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0846659821521823,-0.0846659821521823
generalist,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,34.4612119685077,-6.415676401603313,2.9086802005771406,85.63636363636364,42.0,58.36363636363637,generalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0223087936428475,0.0223087936428475
genie,qwen,Qwen/Qwen3-32B,trickster_chaos,1,4,5,-37.87553076392754,1.5479287759504148,22.354622185570413,14.363636363636363,59.45454545454545,88.9090909090909,genie,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2004992905825115,-0.2004992905825115
geographer,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,36.77790171108932,-17.794274628940762,3.411941622771129,88.9090909090909,18.0,60.54545454545455,geographer,exact,True,Geographers,19-3092,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0018338728360614,0.0018338728360614
ghost,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-52.91248633050366,-21.037096388960325,0.5694943429174961,2.727272727272727,14.363636363636363,51.09090909090909,ghost,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2400674125260004,-0.2400674125260004
golem,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-46.71458191810032,-28.73948342630944,-2.945017855176582,7.454545454545454,8.545454545454545,42.36363636363637,golem,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2147421288537097,-0.2147421288537097
gossip,qwen,Qwen/Qwen3-32B,trickster_chaos,1,4,5,-24.695131036764806,57.22016868040264,28.584501146790547,24.90909090909091,98.36363636363636,95.8181818181818,gossip,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1268314518764611,-0.1268314518764611
grader,qwen,Qwen/Qwen3-32B,editorial,0,0,3,42.71176155590026,-6.18478099401968,1.8860828268566132,95.8181818181818,43.09090909090909,55.81818181818182,grader,ambiguous,False,"Teaching Assistants, Postsecondary",25-9044,25-0000,low,"Grader is a task, not a detailed occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0476690489367204,0.0476690489367204
graduate,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,9.100150212491284,34.393798930121,-14.396207814109705,57.63636363636363,91.8181818181818,17.272727272727273,graduate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.01955322335489,-0.01955322335489
grandparent,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,-30.30892769732476,34.398035850020115,-30.142523619467543,21.272727272727273,92.1818181818182,3.4545454545454546,grandparent,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1152460831084119,-0.1152460831084119
guardian,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,5.5557690892516955,-6.86126461372202,-13.004052249973968,53.63636363636363,40.18181818181818,18.363636363636363,guardian,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0513466744693596,-0.0513466744693596
guide,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,13.44212980937344,2.162087846743493,-9.336533866443569,61.27272727272727,61.27272727272727,28.181818181818183,guide,close,True,Tour and Travel Guides,39-7010,39-0000,medium,"Guide maps reasonably to tour/travel guides, though role can be symbolic.",BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0291073371633736,-0.0291073371633736
guru,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-35.014402732257885,-24.845768528513645,-17.626964174367803,17.272727272727273,11.090909090909092,12.909090909090908,guru,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1923869492899386,-0.1923869492899386
hacker,qwen,Qwen/Qwen3-32B,combative_iconoclast,1,5,5,-2.5642360472048904,14.293777192202375,36.363630120785395,45.27272727272727,77.63636363636364,99.8181818181818,hacker,close,True,Information Security Analysts,15-1212,15-0000,medium,Legal security work maps to information security analysts; hacker role remains culturally broader.,BLS OEWS national cross-industry estimates,May 2025,190650.0,,,,,12.15819456528571,,-0.1114451068984428,-0.1114451068984428
healer,qwen,Qwen/Qwen3-32B,procedural_professional,2,1,4,-1.760881932175055,-11.56064796172275,-34.345429732429196,46.0,29.636363636363637,1.6363636363636365,healer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0754714041060167,-0.0754714041060167
hedonist,qwen,Qwen/Qwen3-32B,grounded_social,1,3,0,-17.840459764138565,12.575092967184926,10.74769112160988,31.818181818181817,74.72727272727273,78.0,hedonist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1365858150195688,-0.1365858150195688
hermit,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-48.61150771831192,-23.23652655401415,-11.654366816330862,5.636363636363637,12.545454545454543,20.545454545454547,hermit,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2267963307185592,-0.2267963307185592
historian,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,28.85430633414844,-18.91697563289407,9.284322098547111,74.72727272727273,17.272727272727273,73.63636363636364,historian,exact,True,Historians,19-3093,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,3450.0,76750.0,81240.0,36.9,,8.146129510025405,11.248308665449443,-0.013452861998987,-0.013452861998987
hive,qwen,Qwen/Qwen3-32B,procedural_professional,3,3,2,2.429805285996293,-32.68085631997563,4.708352783350351,51.09090909090909,4.181818181818182,64.54545454545455,hive,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1050791775227249,-0.1050791775227249
hoarder,qwen,Qwen/Qwen3-32B,other,5,4,0,-26.14448463246955,39.0783666223185,4.210295413808375,24.181818181818183,95.45454545454544,63.09090909090909,hoarder,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1303158271399181,-0.1303158271399181
homunculus,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,2,2,-33.95132796658421,-28.69796537427708,15.280272857289672,18.363636363636363,8.909090909090908,84.18181818181819,homunculus,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2032761405243787,-0.2032761405243787
hybrid,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,9.09269487762501,-5.68914898654846,-11.418775840819135,57.27272727272727,44.18181818181818,21.636363636363637,hybrid,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0609157395236098,-0.0609157395236098
idealist,qwen,Qwen/Qwen3-32B,procedural_professional,4,1,6,-10.695165680028149,-11.656721516696136,-19.81889357077286,37.27272727272727,28.90909090909091,8.909090909090908,idealist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.115811530853983,-0.115811530853983
immigrant,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,-4.765908502138947,13.842248520157751,-28.78026633109689,42.36363636363637,76.54545454545455,4.181818181818182,immigrant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0729689375340607,-0.0729689375340607
improviser,qwen,Qwen/Qwen3-32B,grounded_social,5,4,0,-15.019540454676768,34.44420794810102,-0.6627609436583406,34.72727272727273,92.54545454545456,47.45454545454545,improviser,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1092045415204755,-0.1092045415204755
infant,qwen,Qwen/Qwen3-32B,other,5,6,4,-42.890390693432515,44.70015497351386,-19.4992903912658,8.909090909090908,97.27272727272728,9.272727272727272,infant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.109455600977435,-0.109455600977435
influencer,qwen,Qwen/Qwen3-32B,combative_iconoclast,5,1,0,3.2293105487442855,40.00255555396259,-2.2113692538282304,52.18181818181818,95.8181818181818,45.27272727272727,influencer,broad,True,Public Relations Specialists,27-3031,27-0000,low,Influencer is not separately measured; PR specialists are a weak public-facing proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0467392840849053,-0.0467392840849053
instructor,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,3,34.54889461737343,3.3260614207819823,-4.355735426426266,86.36363636363636,63.45454545454545,38.72727272727273,instructor,exact,True,"Teachers and Instructors, All Other",25-3099,25-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0407470301717234,0.0407470301717234
interpreter,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,3,24.507228724968986,-0.4406449300233628,-5.849484964630898,69.27272727272727,56.18181818181818,34.36363636363637,interpreter,exact,True,Interpreters and Translators,27-3091,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0021751561068266,0.0021751561068266
interviewer,qwen,Qwen/Qwen3-32B,editorial,6,0,6,26.221934652335953,7.460181132023792,-8.457650214259957,71.81818181818181,68.54545454545455,29.636363636363637,interviewer,exact,True,"Interviewers, Except Eligibility and Loan",43-4111,43-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,148060.0,45920.0,47240.0,22.08,,11.90537287599709,10.734656030993449,0.0047910283578579,0.0047910283578579
jester,qwen,Qwen/Qwen3-32B,trickster_chaos,1,4,5,-41.14659128101687,19.96496130363363,30.958763560914896,11.454545454545457,83.0909090909091,96.9090909090909,jester,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2046577270336261,-0.2046577270336261
journalist,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,30.59129112468804,-2.6916250112338487,3.0877369867600013,77.63636363636364,49.63636363636363,59.45454545454545,journalist,exact,True,"News Analysts, Reporters, and Journalists",27-3023,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,39250.0,,102460.0,29.91,,10.577706723210554,,0.0054787079135585,0.0054787079135585
