persona,rank_most_explained,rank_least_explained,final_model_residual,semantic_baseline_residual,residual_improvement,residual_improvement_percent,actual_pc1,actual_pc2,actual_pc3,predicted_pc1,predicted_pc2,predicted_pc3,semantic_baseline_predicted_pc1,semantic_baseline_predicted_pc2,semantic_baseline_predicted_pc3,activation_cluster,semantic_cluster,anchor_or_bridge_status,heldout_frequency,mean_residual_across_splits,residual_std_across_splits,dimensions_features_most_associated_with_improved_prediction,prediction_source
artisan,239,35,38.704653,46.346259,7.641606,16.488076,-13.802244,-12.174626,-14.988345,22.530445,-12.477846,-1.862875,28.170103,-9.671394,4.405286,grounded_social,original_prompt_k7=2;no_label_prompt_k7=1;role_name_k7=1,semantic_bridge_3,2,38.704653,2.452812,destabilization_reactivity/volatility_liminality=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/standards_and_error_aversion=3,mean_heldout_across_splits
technologist,240,34,38.938659,47.63122,8.692561,18.249712,30.89011,-1.771369,9.250463,-4.164071,13.719057,16.140331,-16.2346,4.60097,11.968572,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=1,semantic_bridge_high_4,1,38.938659,0.0,institutional/office_law_status=2; prior_first_loop/forceful_self_assertion=3; prior_first_loop/assistant_basin_adjacency=2; interactional/cooperative_care=2,mean_heldout_across_splits
collaborator,241,33,39.063963,36.486705,-2.577257,-7.063551,25.719882,9.670901,-17.672558,-4.666087,8.718021,6.858608,-6.258867,18.350169,-2.398083,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=5,semantic_bridge_3,1,39.063963,0.0,collective_distributed/swarm_collective_agency=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
predator,242,32,39.614654,31.462117,-8.152537,-25.912232,-27.057556,-9.130771,16.628898,-13.036787,22.128896,-2.789443,-22.038375,19.564733,5.369776,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_3,3,39.614654,2.04087,motivational/hunger_wound_lack=3; interactional/cooperative_care=2,mean_heldout_across_splits
criminal,243,31,39.657514,43.141058,3.483544,8.074776,-37.555704,37.433932,26.991719,-9.881498,17.488923,6.766651,-22.571335,10.431503,-3.13283,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,stable_anchor,1,39.657514,0.0,institutional/office_law_status=3; semantic_label_dependence/role_label_theatricality=3; collective_distributed/swarm_collective_agency=3; procedural/evaluate_judge_verify=2; institutional/standard_enforcement=3,mean_heldout_across_splits
journalist,244,30,40.317058,25.701725,-14.615333,-56.865183,30.591291,-2.691625,3.087737,-3.200751,16.428448,13.634589,9.496638,11.469583,-0.178116,procedural_professional,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=6,semantic_bridge_3,2,40.317058,2.036089,narrative_causal/corruption_contamination_decay=3; procedural/evaluate_judge_verify=3; prior_first_loop/theatrical_fantastical_vividness=2,mean_heldout_across_splits
ascetic,245,29,40.825301,45.821223,4.995922,10.903075,-40.439576,-40.350869,-4.578672,-27.41029,-2.669172,4.198148,-21.807904,0.983707,2.046892,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=3,semantic_bridge_2,0,,,prior_first_loop/theatrical_fantastical_vividness=3; institutional/standard_enforcement=3; semantic_label_dependence/role_label_theatricality=2; motivational/hunger_wound_lack=3,apparent_full_model_no_heldout_split
hacker,246,28,41.111861,38.646199,-2.465662,-6.38009,-2.564236,14.293777,36.36363,23.250725,-5.971866,11.603245,11.321364,-2.848131,4.632355,combative_iconoclast,original_prompt_k7=2;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,0,,,collective_distributed/nonindividual_systemic_identity=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/procedural_professional_orientation=3; procedural/evaluate_judge_verify=2; prior_first_loop/collectivized_or_nonindividual_agency=3,apparent_full_model_no_heldout_split
revenant,247,27,42.141941,44.31828,2.17634,4.910704,-54.526125,-20.043526,7.052731,-24.293474,4.120427,-9.621602,-27.256626,10.897896,-9.168023,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=1,semantic_bridge_3,0,,,motivational/mission_duty_drive=3; prior_first_loop/boundary_liminal_instability=2,apparent_full_model_no_heldout_split
conservator,248,26,42.495331,35.012646,-7.482684,-21.371376,23.523663,-16.820638,-6.184638,-16.233028,-3.11418,-0.069766,-7.712039,-9.082316,7.611545,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=0;role_name_k7=2,semantic_bridge_2,0,,,motivational/mission_duty_drive=3; prior_first_loop/semantic_label_dependence_risk=2; prior_first_loop/interpersonal_lived_reactivity=2,apparent_full_model_no_heldout_split
mechanic,249,25,42.956633,39.24105,-3.715583,-9.468614,11.601084,22.115207,6.1572,41.133969,-8.887254,4.37527,34.729332,-8.861011,0.24105,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=1;role_name_k7=1,semantic_bridge_high_5,4,42.956633,1.876811,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/procedural_professional_orientation=3; procedural/evaluate_judge_verify=2; institutional/office_law_status=2,mean_heldout_across_splits
pirate,250,24,43.109828,44.74881,1.638982,3.662627,-52.65361,20.271849,24.658693,-16.623189,12.013471,2.927676,-20.934172,10.984063,-5.473426,trickster_chaos,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=0,stable_anchor,2,43.109828,0.800438,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; institutional/office_law_status=2,mean_heldout_across_splits
student,251,23,43.922922,51.834484,7.911563,15.263126,20.816857,23.378311,-17.442826,9.440069,-16.276454,-2.36664,1.114936,-21.561138,-0.73672,editorial,original_prompt_k7=4;no_label_prompt_k7=1;role_name_k7=4,semantic_bridge_3,1,43.922922,0.0,motivational/hunger_wound_lack=3; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
zeitgeist,252,22,44.942882,30.427392,-14.51549,-47.705337,-8.777957,-7.482825,2.597627,-46.398887,-31.885321,5.60538,-34.247045,-24.11312,3.362549,procedural_professional,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=3,stable_anchor,0,,,prior_first_loop/theatrical_fantastical_vividness=3; semantic_label_dependence/role_label_theatricality=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/collectivized_or_nonindividual_agency=3,apparent_full_model_no_heldout_split
prophet,253,21,45.671087,34.149938,-11.521148,-33.736953,-53.776684,-32.7078,1.969147,-38.279683,8.94536,12.490811,-35.443624,-5.135846,10.330041,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_2,0,,,procedural/destabilize_expose_disrupt=3; destabilization_reactivity/reactive_opposition=3,apparent_full_model_no_heldout_split
bartender,254,20,46.974651,57.28209,10.307439,17.994174,-16.599115,36.325048,-2.778273,1.756214,-5.636796,6.098314,26.690987,-0.690965,3.282029,grounded_social,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=4,semantic_bridge_3,2,46.974651,2.577275,procedural/destabilize_expose_disrupt=3; prior_first_loop/theatrical_fantastical_vividness=2; collective_distributed/swarm_collective_agency=2,mean_heldout_across_splits
adolescent,255,19,49.115558,64.985288,15.86973,24.420497,-15.450105,78.080596,-7.23379,-10.94129,29.381615,-3.835511,-16.062572,13.345571,-12.753271,other,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=5,semantic_bridge_3,3,49.115558,3.432455,institutional/office_law_status=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/semantic_label_dependence_risk=2; interactional/adversarial_dominance=3,mean_heldout_across_splits
parasite,256,18,49.273483,38.160516,-11.112967,-29.121638,-18.321896,-13.157745,23.002291,-19.167304,29.749966,-1.206997,-24.760834,11.765559,-5.168508,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,semantic_bridge_3,1,49.273483,0.0,narrative_causal/corruption_contamination_decay=3; collective_distributed/swarm_collective_agency=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/semantic_label_dependence_risk=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
swarm,257,17,49.495193,37.740224,-11.754969,-31.147058,-5.266619,-30.70027,3.340425,4.793604,16.673338,-6.872674,-7.082919,4.414486,-10.370138,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,1,49.495193,0.0,collective_distributed/swarm_collective_agency=3; prior_first_loop/assistant_basin_adjacency=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
hermit,258,16,49.560687,55.097927,5.53724,10.049816,-48.611508,-23.236527,-11.654367,-26.731942,17.837306,5.006683,-13.842887,19.399338,-11.604753,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=5,semantic_bridge_3,2,49.560687,1.978672,prior_first_loop/theatrical_fantastical_vividness=3; procedural/destabilize_expose_disrupt=3; destabilization_reactivity/volatility_liminality=3; collective_distributed/swarm_collective_agency=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
bard,259,15,50.160019,68.094833,17.934814,26.337995,-54.347913,-24.25956,-2.864859,-11.444837,1.051133,2.611598,4.001933,10.513535,-1.284637,mythic_spiritual,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,2,50.160019,3.498644,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/boundary_liminal_instability=3; interactional/deception_persuasion=3,mean_heldout_across_splits
gossip,260,14,51.204975,75.12116,23.916184,31.836815,-24.695131,57.220169,28.584501,-5.884759,17.085593,2.94595,17.878855,6.652822,-7.10286,trickster_chaos,original_prompt_k7=0;no_label_prompt_k7=4;role_name_k7=4,semantic_bridge_3,0,,,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/theatrical_fantastical_vividness=2; institutional/office_law_status=2,apparent_full_model_no_heldout_split
infant,261,13,52.199451,56.267264,4.067814,7.22945,-42.890391,44.700155,-19.499292,-15.264955,6.768877,2.696763,-20.555053,-1.426608,2.898602,other,original_prompt_k7=6;no_label_prompt_k7=0;role_name_k7=0,stable_anchor,2,52.199451,3.181955,motivational/hunger_wound_lack=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
poet,262,12,52.68758,75.409812,22.722232,30.131665,-59.201425,-14.699961,-3.619137,-6.942641,-13.025033,-10.114923,13.959233,3.30297,-0.448589,mythic_spiritual,original_prompt_k7=6;no_label_prompt_k7=1;role_name_k7=0,semantic_bridge_2,0,,,narrative_causal/wound_loss_exile=3; interactional/cooperative_care=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/boundary_liminal_instability=2,apparent_full_model_no_heldout_split
caveman,263,11,52.856044,52.408481,-0.447563,-0.853989,-54.942089,15.48935,0.40267,-5.363649,16.050832,18.490111,-6.053904,10.029502,18.445549,trickster_chaos,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_3,2,52.856044,3.711177,prior_first_loop/semantic_label_dependence_risk=3; prior_first_loop/theatrical_fantastical_vividness=2; semantic_label_dependence/role_label_theatricality=2; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
amateur,264,10,53.515194,46.75299,-6.762204,-14.463682,-0.258633,40.070456,-24.428541,-3.342222,-9.718137,-5.077485,-6.2978,-2.683698,-6.711226,grounded_social,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,2,53.515194,1.941544,semantic_label_dependence/role_label_theatricality=2; assistant_adjacency/assistant_basin_adjacency=2,mean_heldout_across_splits
ancient,265,9,53.523881,55.853336,2.329455,4.170663,-38.009472,-32.792585,3.308962,-27.949036,19.774275,3.873505,-18.094773,19.042457,-2.70172,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,semantic_bridge_high_4,1,53.523881,0.0,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/forceful_self_assertion=2,mean_heldout_across_splits
sage,266,8,53.944635,66.239496,12.294861,18.561224,-30.695828,-30.205446,-17.780813,3.172971,10.979399,-17.856941,20.679383,10.537277,-8.450346,mythic_spiritual,original_prompt_k7=6;no_label_prompt_k7=1;role_name_k7=5,semantic_bridge_high_5,2,53.944635,3.364028,narrative_causal/wound_loss_exile=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
smuggler,267,7,54.031123,69.900875,15.869753,22.703224,-25.843835,33.794272,28.072006,22.926547,10.790981,25.037157,29.422316,1.040142,0.559726,grounded_social,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=4,semantic_bridge_3,2,54.031123,7.540369,narrative_causal/corruption_contamination_decay=3; institutional/office_law_status=3; collective_distributed/swarm_collective_agency=3; procedural/evaluate_judge_verify=2; institutional/standard_enforcement=3,mean_heldout_across_splits
vampire,268,6,57.146272,54.089285,-3.056987,-5.651743,-52.706639,-20.563291,21.594651,-19.151656,12.062044,-10.69834,-21.075912,13.563289,-5.792861,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=0,semantic_bridge_3,2,57.146272,0.8887,prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/forceful_self_assertion=3; interactional/adversarial_dominance=3,mean_heldout_across_splits
cyborg,269,5,59.193157,59.044841,-0.148316,-0.251192,16.715415,-10.173249,10.10106,-27.532253,-41.812767,-13.242344,-38.990955,-28.031548,2.090147,procedural_professional,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=0,semantic_bridge_3,1,59.193157,0.0,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/boundary_liminal_instability=2,mean_heldout_across_splits
comedian,270,4,59.215978,50.029905,-9.186073,-18.361164,-24.029318,56.603652,31.280027,-26.813412,3.246875,5.748965,-23.367056,11.941896,8.743827,trickster_chaos,original_prompt_k7=6;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_2,1,59.215978,0.0,prior_first_loop/theatrical_fantastical_vividness=2; interactional/deception_persuasion=3; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
teenager,271,3,59.414906,65.43255,6.017644,9.196713,-13.392085,78.113855,-6.473981,-8.959817,19.128993,-11.545887,-16.512312,13.095171,-13.001583,other,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=5,semantic_bridge_3,2,59.414906,1.203773,prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/semantic_label_dependence_risk=2; collective_distributed/swarm_collective_agency=2; interactional/adversarial_dominance=3,mean_heldout_across_splits
toddler,272,2,66.582015,64.161738,-2.420277,-3.772151,-36.268291,71.156434,-12.325705,-17.389489,9.755651,5.187129,-23.367056,11.941896,8.743827,other,original_prompt_k7=6;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_high_4,1,66.582015,0.0,motivational/hunger_wound_lack=3,mean_heldout_across_splits
procrastinator,273,1,73.418663,76.035959,2.617297,3.442183,-16.543519,69.46825,16.772103,-22.931122,-2.247296,2.406202,-21.647603,-4.294758,-0.960187,other,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=0,semantic_bridge_2,1,73.418663,0.0,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/assistant_basin_adjacency=3,mean_heldout_across_splits
