model,variant,trait,factor,coefficient
Qwen,full_shrinkage,emotional,Qwen_F2,0.040798699148039005
Qwen,full_shrinkage,emotional,Qwen_F3,-0.003340034197272516
Qwen,full_shrinkage,emotional,Qwen_F4,-0.02556946003460042
Qwen,full_shrinkage,emotional,Qwen_F5,-0.005610214687264741
Qwen,full_shrinkage,empathetic,Qwen_F1,0.0022987589688383326
Qwen,full_shrinkage,empathetic,Qwen_F2,0.04953024863120853
Qwen,full_shrinkage,empathetic,Qwen_F3,0.0027430742709930542
Qwen,full_shrinkage,empathetic,Qwen_F4,-0.03330936547123654
Qwen,full_shrinkage,empathetic,Qwen_F5,-0.012126628218960333
Qwen,full_shrinkage,enigmatic,Qwen_F1,-0.003911177625466615
Qwen,full_shrinkage,enigmatic,Qwen_F2,0.0023222550286635143
Qwen,full_shrinkage,enigmatic,Qwen_F3,-0.017775003531682182
Qwen,full_shrinkage,enigmatic,Qwen_F4,0.014939756887057896
Qwen,full_shrinkage,enigmatic,Qwen_F5,-0.012964810648628452
Qwen,full_shrinkage,entertaining,Qwen_F1,-0.009974594319139716
Qwen,full_shrinkage,entertaining,Qwen_F2,-0.0030836445641403186
Qwen,full_shrinkage,entertaining,Qwen_F3,0.0040530638464509414
Qwen,full_shrinkage,entertaining,Qwen_F4,-0.011123134380377618
Qwen,full_shrinkage,entertaining,Qwen_F5,-0.012993210662594156
Qwen,full_shrinkage,environmental,Qwen_F1,0.007197286510093195
Qwen,full_shrinkage,environmental,Qwen_F2,-0.014423202558945032
Qwen,full_shrinkage,environmental,Qwen_F3,0.0025608879958839733
Qwen,full_shrinkage,environmental,Qwen_F4,-0.062025217443935535
Qwen,full_shrinkage,environmental,Qwen_F5,-0.02523717445910008
Qwen,full_shrinkage,epicurean,Qwen_F1,-0.007654072139611083
Qwen,full_shrinkage,epicurean,Qwen_F2,0.040045010982773535
Qwen,full_shrinkage,epicurean,Qwen_F3,0.0868028619385998
Qwen,full_shrinkage,epicurean,Qwen_F4,0.050233508882271516
Qwen,full_shrinkage,epicurean,Qwen_F5,0.008156950966096498
Qwen,full_shrinkage,erudite,Qwen_F1,0.0075432573889359445
Qwen,full_shrinkage,erudite,Qwen_F2,-0.08353669164349582
Qwen,full_shrinkage,erudite,Qwen_F3,-0.028900473538491848
Qwen,full_shrinkage,erudite,Qwen_F4,-0.052272319205357104
Qwen,full_shrinkage,erudite,Qwen_F5,-0.009955236689851646
Qwen,full_shrinkage,esoteric,Qwen_F1,-0.008354674183140646
Qwen,full_shrinkage,esoteric,Qwen_F2,-0.036955847599930425
Qwen,full_shrinkage,esoteric,Qwen_F3,-0.02321277698779351
Qwen,full_shrinkage,esoteric,Qwen_F4,-0.0009442445149172525
Qwen,full_shrinkage,esoteric,Qwen_F5,0.011780909620972306
Qwen,full_shrinkage,essentialist,Qwen_F1,-0.005884893869769798
Qwen,full_shrinkage,essentialist,Qwen_F2,-0.013956092402605057
Qwen,full_shrinkage,essentialist,Qwen_F3,-0.027023018358706193
Qwen,full_shrinkage,essentialist,Qwen_F4,0.0784893022140906
Qwen,full_shrinkage,essentialist,Qwen_F5,0.020378816009327064
Qwen,full_shrinkage,ethereal,Qwen_F1,-0.0012908405466038866
Qwen,full_shrinkage,ethereal,Qwen_F2,0.001305825814288899
Qwen,full_shrinkage,ethereal,Qwen_F3,-0.007843922082640273
Qwen,full_shrinkage,ethereal,Qwen_F4,0.012158877876629514
Qwen,full_shrinkage,ethereal,Qwen_F5,-0.011056289432954305
Qwen,full_shrinkage,evil,Qwen_F1,-0.03054596856062426
Qwen,full_shrinkage,evil,Qwen_F2,-0.018808900079903667
Qwen,full_shrinkage,evil,Qwen_F3,-0.016506135573500967
Qwen,full_shrinkage,evil,Qwen_F4,0.04244739338862532
Qwen,full_shrinkage,evil,Qwen_F5,0.001398354303484693
Qwen,full_shrinkage,existentialist,Qwen_F1,0.021135081236755594
Qwen,full_shrinkage,existentialist,Qwen_F2,0.01005315100753834
Qwen,full_shrinkage,existentialist,Qwen_F3,-0.017754627409823587
Qwen,full_shrinkage,existentialist,Qwen_F4,-0.006458950367160431
Qwen,full_shrinkage,existentialist,Qwen_F5,0.05857384012093168
Qwen,full_shrinkage,experiential,Qwen_F1,-0.005635199420734827
Qwen,full_shrinkage,experiential,Qwen_F2,-0.05226477769639608
Qwen,full_shrinkage,experiential,Qwen_F3,0.020832344806717126
Qwen,full_shrinkage,experiential,Qwen_F4,-0.020913051897740512
Qwen,full_shrinkage,experiential,Qwen_F5,-0.027369948692995742
Qwen,full_shrinkage,exploratory,Qwen_F1,-0.017109971483497594
Qwen,full_shrinkage,exploratory,Qwen_F2,-0.1099455129679596
Qwen,full_shrinkage,exploratory,Qwen_F3,0.07263524211835244
Qwen,full_shrinkage,exploratory,Qwen_F4,-0.15704969564131752
Qwen,full_shrinkage,exploratory,Qwen_F5,-0.08842010235465673
Qwen,full_shrinkage,extroverted,Qwen_F1,0.015452978018570566
Qwen,full_shrinkage,extroverted,Qwen_F2,-0.0027874263370339567
Qwen,full_shrinkage,extroverted,Qwen_F3,-0.0017407089250554247
Qwen,full_shrinkage,extroverted,Qwen_F4,-0.015261237771606734
Qwen,full_shrinkage,extroverted,Qwen_F5,-0.005363646992541949
Qwen,full_shrinkage,factual,Qwen_F1,0.013014660377692321
Qwen,full_shrinkage,factual,Qwen_F2,-0.01130782674856015
Qwen,full_shrinkage,factual,Qwen_F3,0.009428309363391799
Qwen,full_shrinkage,factual,Qwen_F4,0.015035105591560743
Qwen,full_shrinkage,factual,Qwen_F5,0.0011803077847712794
Qwen,full_shrinkage,fatalistic,Qwen_F1,-0.010289850122485927
Qwen,full_shrinkage,fatalistic,Qwen_F2,-0.03559249169873448
Qwen,full_shrinkage,fatalistic,Qwen_F3,-0.03965810406533632
Qwen,full_shrinkage,fatalistic,Qwen_F4,0.039061283134114715
Qwen,full_shrinkage,fatalistic,Qwen_F5,-0.013735890842237152
Qwen,full_shrinkage,flexible,Qwen_F1,0.008281250430554294
Qwen,full_shrinkage,flexible,Qwen_F2,0.03876631513831854
Qwen,full_shrinkage,flexible,Qwen_F3,0.04711707095352132
Qwen,full_shrinkage,flexible,Qwen_F4,-0.03490417308079159
Qwen,full_shrinkage,flexible,Qwen_F5,-0.0027445173197852457
Qwen,full_shrinkage,flippant,Qwen_F1,-0.006807639488114057
Qwen,full_shrinkage,flippant,Qwen_F2,0.0019880483812705113
Qwen,full_shrinkage,flippant,Qwen_F3,-0.0028354619654569883
Qwen,full_shrinkage,flippant,Qwen_F4,0.01650186458408214
Qwen,full_shrinkage,flippant,Qwen_F5,-0.005950500846068764
Qwen,full_shrinkage,flirty,Qwen_F1,-0.021364597025499022
Qwen,full_shrinkage,flirty,Qwen_F2,0.006129127129397652
Qwen,full_shrinkage,flirty,Qwen_F3,-0.00858607965885636
Qwen,full_shrinkage,flirty,Qwen_F4,0.03184601616957607
Qwen,full_shrinkage,flirty,Qwen_F5,-0.014720586979607549
Qwen,full_shrinkage,forgiving,Qwen_F1,0.017724767592529878
Qwen,full_shrinkage,forgiving,Qwen_F2,0.0489555145602342
Qwen,full_shrinkage,forgiving,Qwen_F3,-0.008130234779248645
Qwen,full_shrinkage,forgiving,Qwen_F4,-0.030938423241252327
Qwen,full_shrinkage,forgiving,Qwen_F5,-0.028033782201064582
Qwen,full_shrinkage,formal,Qwen_F1,0.021488469382443358
Qwen,full_shrinkage,formal,Qwen_F2,-0.01747113729733811
Qwen,full_shrinkage,formal,Qwen_F3,-0.024253145451492892
Qwen,full_shrinkage,formal,Qwen_F4,0.0029945641496263962
Qwen,full_shrinkage,formal,Qwen_F5,0.0033336226432463326
Qwen,full_shrinkage,formalist,Qwen_F1,0.0009273473905316568
Qwen,full_shrinkage,formalist,Qwen_F2,-0.05063412014776539
Qwen,full_shrinkage,formalist,Qwen_F3,-0.002855699663766558
Qwen,full_shrinkage,formalist,Qwen_F4,0.025660600614097268
Qwen,full_shrinkage,formalist,Qwen_F5,-0.013310297955959146
Qwen,full_shrinkage,fundamentalist,Qwen_F1,-0.007598631085861815
Qwen,full_shrinkage,fundamentalist,Qwen_F2,0.003959036764966066
Qwen,full_shrinkage,fundamentalist,Qwen_F3,-0.034478436124167816
Qwen,full_shrinkage,fundamentalist,Qwen_F4,0.08611292953205896
Qwen,full_shrinkage,fundamentalist,Qwen_F5,0.009076489639912326
Qwen,full_shrinkage,futuristic,Qwen_F1,-0.00483593863525174
Qwen,full_shrinkage,futuristic,Qwen_F2,0.04534412432796511
Qwen,full_shrinkage,futuristic,Qwen_F3,-0.03015950272893576
Qwen,full_shrinkage,futuristic,Qwen_F4,0.17045169415567887
Qwen,full_shrinkage,futuristic,Qwen_F5,-0.0157717802789115
Qwen,full_shrinkage,generalist,Qwen_F1,0.011217543007413717
Qwen,full_shrinkage,generalist,Qwen_F2,-0.04737151423695955
Qwen,full_shrinkage,generalist,Qwen_F3,-0.032780043378521515
Qwen,full_shrinkage,generalist,Qwen_F4,0.05600634387691826
Qwen,full_shrinkage,generalist,Qwen_F5,0.026048109132301385
Qwen,full_shrinkage,generous,Qwen_F1,-0.059052400564355116
Qwen,full_shrinkage,generous,Qwen_F2,-0.0312712724183814
Qwen,full_shrinkage,generous,Qwen_F3,-0.05604301291862979
Qwen,full_shrinkage,generous,Qwen_F4,0.2546905150739158
Qwen,full_shrinkage,generous,Qwen_F5,-0.008161191692032605
Qwen,full_shrinkage,goofy,Qwen_F1,0.01640358597196654
Qwen,full_shrinkage,goofy,Qwen_F2,0.008524882089749771
Qwen,full_shrinkage,goofy,Qwen_F3,-0.005402444615170008
Qwen,full_shrinkage,goofy,Qwen_F4,-0.00023465553853236427
Qwen,full_shrinkage,goofy,Qwen_F5,-0.0006829082210011087
Qwen,full_shrinkage,grandiose,Qwen_F1,-0.001002557914326227
Qwen,full_shrinkage,grandiose,Qwen_F2,-0.017687675905189774
Qwen,full_shrinkage,grandiose,Qwen_F3,-0.011049379075074752
Qwen,full_shrinkage,grandiose,Qwen_F4,-0.03203320914941147
Qwen,full_shrinkage,grandiose,Qwen_F5,0.006870085333582714
Qwen,full_shrinkage,gregarious,Qwen_F1,0.005502566368131211
Qwen,full_shrinkage,gregarious,Qwen_F2,-0.0009558854046525333
Qwen,full_shrinkage,gregarious,Qwen_F3,0.013893817166515277
Qwen,full_shrinkage,gregarious,Qwen_F4,-0.029635010099960574
Qwen,full_shrinkage,gregarious,Qwen_F5,-0.021159815008574417
Qwen,full_shrinkage,grounded,Qwen_F1,-0.0002300588169307347
Qwen,full_shrinkage,grounded,Qwen_F2,0.03742991114444586
Qwen,full_shrinkage,grounded,Qwen_F3,0.047080802396855484
Qwen,full_shrinkage,grounded,Qwen_F4,0.029892497165497776
Qwen,full_shrinkage,grounded,Qwen_F5,0.022655568417014407
Qwen,full_shrinkage,hedonistic,Qwen_F1,-0.022096568167756854
Qwen,full_shrinkage,hedonistic,Qwen_F2,-0.012464808277220523
Qwen,full_shrinkage,hedonistic,Qwen_F3,0.015875912778477892
Qwen,full_shrinkage,hedonistic,Qwen_F4,0.012311527310744473
Qwen,full_shrinkage,hedonistic,Qwen_F5,-0.018318564181910992
Qwen,full_shrinkage,historical,Qwen_F1,0.016263345443637525
Qwen,full_shrinkage,historical,Qwen_F2,0.06135366986408959
Qwen,full_shrinkage,historical,Qwen_F3,0.019805832015942708
Qwen,full_shrinkage,historical,Qwen_F4,-0.011231086002609188
Qwen,full_shrinkage,historical,Qwen_F5,0.01266830029261493
Qwen,full_shrinkage,holistic,Qwen_F1,0.02660234456931855
Qwen,full_shrinkage,holistic,Qwen_F2,0.02016697229012579
Qwen,full_shrinkage,holistic,Qwen_F3,0.01887801958520869
Qwen,full_shrinkage,holistic,Qwen_F4,-0.11100639358603553
Qwen,full_shrinkage,holistic,Qwen_F5,0.0020967751994402212
Qwen,full_shrinkage,hostile,Qwen_F1,-0.02146400879191862
Qwen,full_shrinkage,hostile,Qwen_F2,-0.007172239755495954
Qwen,full_shrinkage,hostile,Qwen_F3,0.00253850272985168
Qwen,full_shrinkage,hostile,Qwen_F4,0.017276007722642258
Qwen,full_shrinkage,hostile,Qwen_F5,0.00921682770342911
Qwen,full_shrinkage,humanistic,Qwen_F1,0.01854794304227444
Qwen,full_shrinkage,humanistic,Qwen_F2,0.008040586263924787
Qwen,full_shrinkage,humanistic,Qwen_F3,-0.020683656739033107
Qwen,full_shrinkage,humanistic,Qwen_F4,-0.04162656843340204
Qwen,full_shrinkage,humanistic,Qwen_F5,-0.025565440179774992
Qwen,full_shrinkage,humble,Qwen_F1,-0.017750299628333136
Qwen,full_shrinkage,humble,Qwen_F2,-0.01745919472809724
Qwen,full_shrinkage,humble,Qwen_F3,0.02343670400087366
Qwen,full_shrinkage,humble,Qwen_F4,-0.004010648432936447
Qwen,full_shrinkage,humble,Qwen_F5,-0.05577156617467186
Qwen,full_shrinkage,iconoclastic,Qwen_F1,-0.012756613791092412
Qwen,full_shrinkage,iconoclastic,Qwen_F2,-0.025000198862771057
Qwen,full_shrinkage,iconoclastic,Qwen_F3,0.013988219784379943
Qwen,full_shrinkage,iconoclastic,Qwen_F4,-0.03972661880611343
Qwen,full_shrinkage,iconoclastic,Qwen_F5,0.00656012587689506
Qwen,full_shrinkage,idealistic,Qwen_F1,0.031930969608092455
Qwen,full_shrinkage,idealistic,Qwen_F2,0.05807238955361457
Qwen,full_shrinkage,idealistic,Qwen_F3,-0.06445065192938565
Qwen,full_shrinkage,idealistic,Qwen_F4,-0.059048043501254525
Qwen,full_shrinkage,idealistic,Qwen_F5,0.026026387599757807
Qwen,full_shrinkage,impatient,Qwen_F1,-0.014510797819540344
Qwen,full_shrinkage,impatient,Qwen_F2,0.06983378409408639
Qwen,full_shrinkage,impatient,Qwen_F3,0.003878351290613665
Qwen,full_shrinkage,impatient,Qwen_F4,0.037922781162706254
Qwen,full_shrinkage,impatient,Qwen_F5,0.04610929657100724
Qwen,full_shrinkage,improvisational,Qwen_F1,-0.010184326799877106
Qwen,full_shrinkage,improvisational,Qwen_F2,0.014451798190999324
Qwen,full_shrinkage,improvisational,Qwen_F3,-0.012630688958747496
Qwen,full_shrinkage,improvisational,Qwen_F4,-0.02373721411669519
Qwen,full_shrinkage,improvisational,Qwen_F5,-0.018956834761249312
Qwen,full_shrinkage,impulsive,Qwen_F1,-0.026432275250842328
Qwen,full_shrinkage,impulsive,Qwen_F2,0.04892867221586247
Qwen,full_shrinkage,impulsive,Qwen_F3,-0.0108381199996752
Qwen,full_shrinkage,impulsive,Qwen_F4,0.067153072643388
Qwen,full_shrinkage,impulsive,Qwen_F5,0.018344413181030254
Qwen,full_shrinkage,inclusive,Qwen_F1,-0.004088035381876164
Qwen,full_shrinkage,inclusive,Qwen_F2,0.02121682294097069
Qwen,full_shrinkage,inclusive,Qwen_F3,-0.038684925729408536
Qwen,full_shrinkage,inclusive,Qwen_F4,0.07047837385709457
Qwen,full_shrinkage,inclusive,Qwen_F5,0.057110111393622515
Qwen,full_shrinkage,independent,Qwen_F1,-0.04931910267219167
Qwen,full_shrinkage,independent,Qwen_F2,-0.04972419935414355
Qwen,full_shrinkage,independent,Qwen_F3,0.04175495957251052
Qwen,full_shrinkage,independent,Qwen_F4,0.1716730384170471
Qwen,full_shrinkage,independent,Qwen_F5,-0.07428024467631071
Qwen,full_shrinkage,individualistic,Qwen_F1,-0.013839897149689135
Qwen,full_shrinkage,individualistic,Qwen_F2,-0.0028695182507199766
Qwen,full_shrinkage,individualistic,Qwen_F3,-0.006371513400914797
Qwen,full_shrinkage,individualistic,Qwen_F4,-0.024066081394450645
Qwen,full_shrinkage,individualistic,Qwen_F5,0.028351051322637363
Qwen,full_shrinkage,innovative,Qwen_F1,-0.009682275521795127
Qwen,full_shrinkage,innovative,Qwen_F2,-0.026766912157491215
Qwen,full_shrinkage,innovative,Qwen_F3,0.04215579115920787
Qwen,full_shrinkage,innovative,Qwen_F4,-0.14692213360412051
Qwen,full_shrinkage,innovative,Qwen_F5,0.02075637720216985
Qwen,full_shrinkage,inquisitive,Qwen_F1,0.02458028983891039
Qwen,full_shrinkage,inquisitive,Qwen_F2,0.02288400077376138
Qwen,full_shrinkage,inquisitive,Qwen_F3,-0.046903289367273754
Qwen,full_shrinkage,inquisitive,Qwen_F4,0.017047386878785206
Qwen,full_shrinkage,inquisitive,Qwen_F5,0.06637054568239796
Qwen,full_shrinkage,inspirational,Qwen_F1,-0.04099396005900425
Qwen,full_shrinkage,inspirational,Qwen_F2,-0.0556716195902035
Qwen,full_shrinkage,inspirational,Qwen_F3,0.008954663709737404
Qwen,full_shrinkage,inspirational,Qwen_F4,0.03771664681682603
Qwen,full_shrinkage,inspirational,Qwen_F5,-0.03499402792930597
Qwen,full_shrinkage,interdisciplinary,Qwen_F1,0.014993162821328229
Qwen,full_shrinkage,interdisciplinary,Qwen_F2,0.01155591102760371
Qwen,full_shrinkage,interdisciplinary,Qwen_F3,-0.00873223148137345
Qwen,full_shrinkage,interdisciplinary,Qwen_F4,-0.018422284727796553
Qwen,full_shrinkage,interdisciplinary,Qwen_F5,0.012508584813847019
Qwen,full_shrinkage,introspective,Qwen_F1,0.008010792721654671
Qwen,full_shrinkage,introspective,Qwen_F2,0.016188645414239526
Qwen,full_shrinkage,introspective,Qwen_F3,0.023346411597851727
Qwen,full_shrinkage,introspective,Qwen_F4,-0.0023947001899736263
Qwen,full_shrinkage,introspective,Qwen_F5,0.011659343530648925
Qwen,full_shrinkage,introverted,Qwen_F1,-0.0010995391199340298
Qwen,full_shrinkage,introverted,Qwen_F2,0.0011838043066406108
Qwen,full_shrinkage,introverted,Qwen_F3,-0.008374008625551429
Qwen,full_shrinkage,introverted,Qwen_F4,0.0008168226022692801
Qwen,full_shrinkage,introverted,Qwen_F5,0.00037818352931768336
Qwen,full_shrinkage,intuitive,Qwen_F1,0.012097380485319954
Qwen,full_shrinkage,intuitive,Qwen_F2,0.053824566587384964
Qwen,full_shrinkage,intuitive,Qwen_F3,-0.018687181028486058
Qwen,full_shrinkage,intuitive,Qwen_F4,-0.07200826432614957
Qwen,full_shrinkage,intuitive,Qwen_F5,0.019376295007201734
Qwen,full_shrinkage,ironic,Qwen_F1,-0.007363393052455994
Qwen,full_shrinkage,ironic,Qwen_F2,-0.0074114079603808825
Qwen,full_shrinkage,ironic,Qwen_F3,-0.0023271338763397333
Qwen,full_shrinkage,ironic,Qwen_F4,-0.00041421830691639285
Qwen,full_shrinkage,ironic,Qwen_F5,-0.008590257185559141
Qwen,full_shrinkage,irreverent,Qwen_F1,-0.01594368859467575
Qwen,full_shrinkage,irreverent,Qwen_F2,-0.002955745038760358
Qwen,full_shrinkage,irreverent,Qwen_F3,0.010766272639710507
Qwen,full_shrinkage,irreverent,Qwen_F4,0.002884805870111979
Qwen,full_shrinkage,irreverent,Qwen_F5,-0.007299699442475467
Qwen,full_shrinkage,judgmental,Qwen_F1,-0.008923087454867104
Qwen,full_shrinkage,judgmental,Qwen_F2,-0.00621302046298485
Qwen,full_shrinkage,judgmental,Qwen_F3,-0.005901156448561646
Qwen,full_shrinkage,judgmental,Qwen_F4,-0.0009595747148613811
Qwen,full_shrinkage,judgmental,Qwen_F5,0.01932160937852316
Qwen,full_shrinkage,libertarian,Qwen_F1,-0.0027560652571098237
Qwen,full_shrinkage,libertarian,Qwen_F2,0.013500884748904691
Qwen,full_shrinkage,libertarian,Qwen_F3,-0.0011644155857846357
Qwen,full_shrinkage,libertarian,Qwen_F4,0.024069946141956323
Qwen,full_shrinkage,libertarian,Qwen_F5,0.03259841529217993
Qwen,full_shrinkage,literal,Qwen_F1,-0.015257630636312585
Qwen,full_shrinkage,literal,Qwen_F2,-0.016133764049311345
Qwen,full_shrinkage,literal,Qwen_F3,-0.0013967319870670375
Qwen,full_shrinkage,literal,Qwen_F4,0.04915561768595636
Qwen,full_shrinkage,literal,Qwen_F5,-0.03309155944269367
Qwen,full_shrinkage,manic,Qwen_F1,0.0010517099478764324
Qwen,full_shrinkage,manic,Qwen_F2,-0.006826135413247713
Qwen,full_shrinkage,manic,Qwen_F3,0.003565411991299353
Qwen,full_shrinkage,manic,Qwen_F4,-0.01857683543418146
Qwen,full_shrinkage,manic,Qwen_F5,-0.004582040731530001
Qwen,full_shrinkage,manipulative,Qwen_F1,-0.02128214753054888
Qwen,full_shrinkage,manipulative,Qwen_F2,-0.01631808893370801
Qwen,full_shrinkage,manipulative,Qwen_F3,0.001368127360570211
Qwen,full_shrinkage,manipulative,Qwen_F4,0.040063146868788826
Qwen,full_shrinkage,manipulative,Qwen_F5,-0.00942654956462489
Qwen,full_shrinkage,materialist,Qwen_F1,-0.004660664025446532
Qwen,full_shrinkage,materialist,Qwen_F2,-0.011023568358937474
Qwen,full_shrinkage,materialist,Qwen_F3,0.013300743998372689
Qwen,full_shrinkage,materialist,Qwen_F4,0.04186435194994714
Qwen,full_shrinkage,materialist,Qwen_F5,0.014432239814948082
Qwen,full_shrinkage,meditative,Qwen_F1,0.01394121994137263
Qwen,full_shrinkage,meditative,Qwen_F2,-0.006329586675464289
Qwen,full_shrinkage,meditative,Qwen_F3,-0.04167136667534151
Qwen,full_shrinkage,meditative,Qwen_F4,-0.015694250122232592
Qwen,full_shrinkage,meditative,Qwen_F5,-0.02606235383807533
Qwen,full_shrinkage,melancholic,Qwen_F1,0.0071663638931977625
Qwen,full_shrinkage,melancholic,Qwen_F2,0.00045302134046877216
Qwen,full_shrinkage,melancholic,Qwen_F3,0.0085858217343043
Qwen,full_shrinkage,melancholic,Qwen_F4,0.010722504518585552
Qwen,full_shrinkage,melancholic,Qwen_F5,0.004253951302014031
Qwen,full_shrinkage,melodramatic,Qwen_F1,0.0002504879082690215
Qwen,full_shrinkage,melodramatic,Qwen_F2,0.008427541182099294
Qwen,full_shrinkage,melodramatic,Qwen_F3,0.0001451312157954658
Qwen,full_shrinkage,melodramatic,Qwen_F4,-0.009612716076811953
Qwen,full_shrinkage,melodramatic,Qwen_F5,-0.0014052857511784034
Qwen,full_shrinkage,mercurial,Qwen_F1,-0.020914016051774155
Qwen,full_shrinkage,mercurial,Qwen_F2,-0.013641639906420044
Qwen,full_shrinkage,mercurial,Qwen_F3,-0.011376810500551017
Qwen,full_shrinkage,mercurial,Qwen_F4,0.012147625335666216
Qwen,full_shrinkage,mercurial,Qwen_F5,-0.021022424512020944
Qwen,full_shrinkage,metaphorical,Qwen_F1,-0.002387526518979231
Qwen,full_shrinkage,metaphorical,Qwen_F2,-0.006855020042232504
Qwen,full_shrinkage,metaphorical,Qwen_F3,-0.018793417720134712
Qwen,full_shrinkage,metaphorical,Qwen_F4,-0.010389945162595142
Qwen,full_shrinkage,metaphorical,Qwen_F5,-0.019837781544600475
Qwen,full_shrinkage,methodical,Qwen_F1,0.01208916162675299
Qwen,full_shrinkage,methodical,Qwen_F2,-0.021462779940805473
Qwen,full_shrinkage,methodical,Qwen_F3,0.020201921323072282
Qwen,full_shrinkage,methodical,Qwen_F4,-0.009977745593863656
Qwen,full_shrinkage,methodical,Qwen_F5,0.006951181191285243
Qwen,full_shrinkage,meticulous,Qwen_F1,0.014795665894023062
Qwen,full_shrinkage,meticulous,Qwen_F2,-0.06258837465083765
Qwen,full_shrinkage,meticulous,Qwen_F3,-0.0003045643770355608
Qwen,full_shrinkage,meticulous,Qwen_F4,-0.03529486957634288
Qwen,full_shrinkage,meticulous,Qwen_F5,-0.021102335238069397
Qwen,full_shrinkage,militant,Qwen_F1,-0.014744310435189447
Qwen,full_shrinkage,militant,Qwen_F2,0.015765118106635986
Qwen,full_shrinkage,militant,Qwen_F3,-0.012340436889249656
Qwen,full_shrinkage,militant,Qwen_F4,0.004123259816031828
Qwen,full_shrinkage,militant,Qwen_F5,0.04233772169005127
Qwen,full_shrinkage,misanthropic,Qwen_F1,-0.025180339800819202
Qwen,full_shrinkage,misanthropic,Qwen_F2,-0.0322991828488213
Qwen,full_shrinkage,misanthropic,Qwen_F3,-0.021735484811146667
Qwen,full_shrinkage,misanthropic,Qwen_F4,0.03233037397250171
Qwen,full_shrinkage,misanthropic,Qwen_F5,-0.0004044725475569923
Qwen,full_shrinkage,mischievous,Qwen_F1,0.0008112074819981042
Qwen,full_shrinkage,mischievous,Qwen_F2,0.008048024239536534
Qwen,full_shrinkage,mischievous,Qwen_F3,-0.006636008371157378
Qwen,full_shrinkage,mischievous,Qwen_F4,0.016917632467572472
Qwen,full_shrinkage,mischievous,Qwen_F5,-0.0023246625632808615
Qwen,full_shrinkage,moderate,Qwen_F1,0.012569342272181292
Qwen,full_shrinkage,moderate,Qwen_F2,-0.016001394299280422
Qwen,full_shrinkage,moderate,Qwen_F3,0.012059580410315627
Qwen,full_shrinkage,moderate,Qwen_F4,0.03104004397486973
Qwen,full_shrinkage,moderate,Qwen_F5,-0.040303884146847165
