model,construction,domain,sensitivity_type,omitted,omitted_polarity,direction_cosine_to_full,role_score_pearson_to_full,role_score_spearman_to_full
gemma,human_anchored_extended,openness,leave_one_trait_out,adaptable,positive,0.9977935119270491,0.9970911110026701,0.9966763797928507
gemma,human_anchored_extended,openness,leave_one_trait_out,curious,positive,0.9983876952680681,0.9992613095029369,0.9990571535731803
gemma,human_anchored_extended,openness,leave_one_trait_out,innovative,positive,0.998226081537454,0.9992917458521225,0.9993064250887166
gemma,human_anchored_extended,openness,leave_one_trait_out,intuitive,positive,0.9984902251325807,0.9993925000638022,0.9993398920977468
gemma,human_anchored_extended,openness,leave_one_trait_out,secular,positive,0.99711038415435,0.997763429368145,0.9977588644297627
gemma,human_anchored_extended,openness,leave_one_trait_out,traditional,negative,0.8999102383448404,0.9500487159662285,0.9497129338449554
gemma,human_anchored_extended,openness,leave_one_facet_out,O1,mixed,0.9964749021392383,0.9989656597164538,0.9986930555956263
gemma,human_anchored_extended,openness,leave_one_facet_out,O2,mixed,0.9987158129524811,0.9983569152415411,0.998551686333343
gemma,human_anchored_extended,openness,leave_one_facet_out,O3,mixed,0.8543858490671382,0.8615931589713235,0.8722246905744209
gemma,human_anchored_extended,openness,leave_one_facet_out,O4,mixed,0.9977935119270491,0.9970911110026701,0.9966763797928507
gemma,human_anchored_extended,openness,leave_one_facet_out,O5,mixed,0.9952666489897886,0.9983356178213408,0.9981852802862006
gemma,human_anchored_extended,openness,leave_one_facet_out,O6,mixed,0.8972834752313978,0.9496367734490059,0.9480205418193358
gemma,human_anchored_extended,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9282437073973079,0.9499883944650971,0.9433778598424742
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,confident,positive,0.9946506920555349,0.9979307765741627,0.9977277054903207
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,disorganized,negative,0.9789310532732538,0.9983928739198872,0.9988350018753066
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,methodical,positive,0.9976551014403297,0.9988221384173238,0.9986699748997433
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,meticulous,positive,0.998990441457448,0.9995444182465308,0.999465681890309
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9982926519607888,0.9990824099295886,0.9989509823721185
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,proactive,positive,0.9948074074178175,0.9990990709003785,0.9988032659184675
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,conscientious,positive,0.9976103337719964,0.9995714537369906,0.9995666599347971
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,cautious,positive,0.993789141362653,0.9977874030328748,0.997552869219007
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,impulsive,negative,0.9691348047725324,0.9956304350734773,0.9962811228758547
gemma,human_anchored_extended,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9787843706338412,0.9922060419007787,0.9954813767635095
gemma,human_anchored_extended,conscientiousness,leave_one_facet_out,C1,mixed,0.9946506920555349,0.9979307765741627,0.9977277054903207
gemma,human_anchored_extended,conscientiousness,leave_one_facet_out,C2,mixed,0.9679306925433411,0.9979434252006222,0.9977744438994837
gemma,human_anchored_extended,conscientiousness,leave_one_facet_out,C4,mixed,0.9929131744748851,0.9994387148333193,0.9991212025042556
gemma,human_anchored_extended,conscientiousness,leave_one_facet_out,C5,mixed,0.9976103337719964,0.9995714537369906,0.9995666599347971
gemma,human_anchored_extended,conscientiousness,leave_one_facet_out,C6,mixed,0.9149837028591754,0.9918060105452774,0.9957987363319003
gemma,human_anchored_extended,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9252775761541352,0.9422806019277972,0.9453627996884107
gemma,human_anchored_extended,extraversion,leave_one_trait_out,avoidant,negative,0.9682320320309976,0.9866467047401465,0.9866201205966361
gemma,human_anchored_extended,extraversion,leave_one_trait_out,extroverted,positive,0.9977701574033677,0.9973303271574763,0.9964426877470356
gemma,human_anchored_extended,extraversion,leave_one_trait_out,gregarious,positive,0.9961586228654619,0.9953335424117429,0.9940301780098669
gemma,human_anchored_extended,extraversion,leave_one_trait_out,reserved,negative,0.906111236333764,0.8524006204448152,0.8433022705634575
gemma,human_anchored_extended,extraversion,leave_one_trait_out,assertive,positive,0.9951441518643982,0.996346100210419,0.9955494648163642
gemma,human_anchored_extended,extraversion,leave_one_trait_out,dominant,positive,0.9925232987411036,0.9943714719571322,0.9941888577940625
gemma,human_anchored_extended,extraversion,leave_one_trait_out,submissive,negative,0.9618125449687822,0.9790537756073415,0.9821418885779406
gemma,human_anchored_extended,extraversion,leave_one_trait_out,adventurous,positive,0.9978789262174024,0.9988218283375895,0.9982833732437034
gemma,human_anchored_extended,extraversion,leave_one_trait_out,risk_taking,positive,0.9974309587039257,0.9984247783112966,0.9978904243962957
gemma,human_anchored_extended,extraversion,leave_one_trait_out,goofy,positive,0.9964761595138314,0.9964189777863639,0.9962326534145005
gemma,human_anchored_extended,extraversion,leave_one_trait_out,optimistic,positive,0.9943329056012684,0.9963996013023708,0.9957946972101209
gemma,human_anchored_extended,extraversion,leave_one_trait_out,playful,positive,0.9974399383441068,0.9973573589584553,0.9971431868670841
gemma,human_anchored_extended,extraversion,leave_one_facet_out,E1,mixed,0.9682320320309976,0.9866467047401465,0.9866201205966361
gemma,human_anchored_extended,extraversion,leave_one_facet_out,E2,mixed,0.8670030876536068,0.8075412555322993,0.7907584893684545
gemma,human_anchored_extended,extraversion,leave_one_facet_out,E3,mixed,0.9158830982123836,0.9412679152193252,0.9495727186174664
gemma,human_anchored_extended,extraversion,leave_one_facet_out,E5,mixed,0.9889929845085813,0.9922065895549728,0.9906402008020544
gemma,human_anchored_extended,extraversion,leave_one_facet_out,E6,mixed,0.9841009554327264,0.9853925448104187,0.9851106430858891
gemma,human_anchored_extended,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.8066584245974946,0.9340676987867177,0.9507013646461442
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,cynical,negative,0.9994305063231531,0.9998004849388098,0.9996058971177982
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,naive,positive,0.9942110473752847,0.9954284053465882,0.9950890049334988
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,paranoid,negative,0.9991824690169571,0.9997537147439942,0.9995989729090332
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,manipulative,negative,0.9991157986065121,0.9996616415948085,0.9994379850552494
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,altruistic,positive,0.9959717480583615,0.9979366040338494,0.9976988546204668
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,acerbic,negative,0.9996035494396392,0.9998662898637464,0.9997893886500677
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,agreeable,positive,0.9982803946210099,0.9990301105509911,0.9979533192925766
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,bitter,negative,0.9995929656442961,0.9997654750946395,0.9996745621880501
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,competitive,negative,0.9993377445196685,0.9998818595948735,0.9998545916159374
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,forgiving,positive,0.9961756859904789,0.9983565636021964,0.9967848590635008
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,hostile,negative,0.9995738346652676,0.9997120362972385,0.9996635988575056
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,judgmental,negative,0.9996617750604782,0.9998194352490385,0.9997438042756989
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,patient,positive,0.993937238809883,0.9966631316695556,0.9937722512333748
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,vindictive,negative,0.998354042623376,0.9998217923720767,0.9996601367531232
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,bombastic,negative,0.9988113410949121,0.9984718458285884,0.9982066299298925
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,deferential,positive,0.9938661205789715,0.9971836525789056,0.9945004471884827
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,grandiose,negative,0.9988524602875464,0.9981916392501866,0.9978990796572517
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,callous,negative,0.9993439198383073,0.9996664847728246,0.9992735350970833
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,cruel,negative,0.9996527384504043,0.9999236341464839,0.999837858111422
gemma,human_anchored_extended,agreeableness,leave_one_trait_out,empathetic,positive,0.9952916200661559,0.9965237479771699,0.9946458555725455
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A1,mixed,0.9909048390169912,0.994857657128978,0.9952130636738699
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A2,mixed,0.9991157986065121,0.9996616415948085,0.9994379850552494
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A3,mixed,0.9959717480583615,0.9979366040338494,0.9976988546204668
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A4,mixed,0.960482450402567,0.9783584672111202,0.9726736101093447
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A5,mixed,0.9861800300364496,0.9844141547969285,0.9762113037708087
gemma,human_anchored_extended,agreeableness,leave_one_facet_out,A6,mixed,0.9900578835645195,0.9938514299012365,0.9897319754190589
gemma,human_anchored_extended,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9081098598985229,0.8636574308379169,0.7764398026600502
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,anxious,positive,0.9972450508670716,0.9976215546923114,0.9979025417616343
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,chill,negative,0.9941663506517906,0.995610841817211,0.9950624621332332
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,neurotic,positive,0.998145525236352,0.9985581448986894,0.9987219064654799
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,nonchalant,negative,0.9943672948863753,0.9986625096987678,0.998892126597617
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,pessimistic,positive,0.9959258549382183,0.9986463934770763,0.9981783560774358
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,melancholic,positive,0.9946160838202047,0.9941646750868016,0.9949834107498341
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,mercurial,positive,0.9963532056688618,0.9988458253877285,0.9987882634661436
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,temperamental,positive,0.9974382754627632,0.999322122166527,0.9988886644932345
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,calm,negative,0.9982707788020252,0.9994872183047658,0.9993006549147457
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,resilient,negative,0.9954624934296646,0.9991042592163708,0.9990548455035919
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,serene,negative,0.9968245962581226,0.9961684366599693,0.9965638614004213
gemma,human_anchored_extended,neuroticism,leave_one_trait_out,stoic,negative,0.9930458040953763,0.9950810532919635,0.992310089149188
gemma,human_anchored_extended,neuroticism,leave_one_facet_out,N1,mixed,0.970426832438509,0.992828414974628,0.9932131213756095
gemma,human_anchored_extended,neuroticism,leave_one_facet_out,N3,mixed,0.9810887847955212,0.9777980049708015,0.9752217189348259
gemma,human_anchored_extended,neuroticism,leave_one_facet_out,N6,mixed,0.8466810383483153,0.8281324051600576,0.8427102507140591
gemma,human_anchored_extended,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.96709705273334,0.9915041935914578,0.9923400940538358
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,abstract,positive,0.9995108417312399,0.9993913360105062,0.9992037159920372
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,adventurous,positive,0.9996069874951088,0.9996660312414631,0.9995701220391795
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,artistic,positive,0.9996814993905896,0.9995107433650988,0.9994235596203225
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,closure_seeking,negative,0.994631827572662,0.9974982728290063,0.9975621014973602
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,conceptual,positive,0.9994850916105642,0.9994066795029608,0.9991933296788897
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,convergent,negative,0.9931167945664695,0.9928184056317937,0.9933342950289953
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,creative,positive,0.9998079749024652,0.9997716653941819,0.9997391881365224
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,curious,positive,0.9995863968243465,0.9994799735800332,0.9992914226363926
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,dispassionate,negative,0.9914503225781433,0.9828158530549744,0.985333948818557
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,divergent,positive,0.9995728512436537,0.9997327547610703,0.9995943567698568
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,dogmatic,negative,0.9939864969327794,0.9902076766274872,0.991040650875624
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,eclectic,positive,0.9998043607771223,0.9998745430167932,0.9997593837454201
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,emotional,positive,0.9994920065153707,0.9992551827355355,0.9988944346672052
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,exploratory,positive,0.9995176704827515,0.9992205318133659,0.9990623467297539
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,fundamentalist,negative,0.9957284220803184,0.9912860110031949,0.9914503332275468
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,iconoclastic,positive,0.999470504697989,0.9991252070688137,0.9988811632670727
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,innovative,positive,0.9995797467682328,0.9996656969226166,0.9995337699431639
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,inquisitive,positive,0.9993091214337009,0.9987412981562239,0.9984460921496784
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,interdisciplinary,positive,0.999656012448869,0.9998300091644626,0.9996722541184617
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,literal,negative,0.9950177800736115,0.9961467625595704,0.996283430945443
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,metaphorical,positive,0.9997115804427951,0.9993142528610071,0.9991483223219181
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,open_ended,positive,0.9995033700415458,0.9992167850431014,0.9989867574507372
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,philosophical,positive,0.9997561334933911,0.9994381040998631,0.9993139263148784
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,pluralist,positive,0.9992021941393743,0.998559129354042,0.9982810651741151
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,poetic,positive,0.9995434739705237,0.9988598552784405,0.9987097891001415
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,rebellious,positive,0.9995378164617428,0.9995324633665151,0.9993110412278932
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,romantic,positive,0.9995822062854381,0.9983177573025266,0.998126424511699
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,structuralist,positive,0.9993326676973749,0.9986045619591092,0.9986417010472868
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,systems_thinker,positive,0.999644648426272,0.9996625509550059,0.9995441562563111
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,theoretical,positive,0.9995063137717141,0.9994067006770848,0.9991829433657425
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,traditional,negative,0.991511088400447,0.9903960017173149,0.9893557600761663
gemma,external_taxonomy_expanded,openness,leave_one_trait_out,whimsical,positive,0.9995353638338609,0.9987541585170256,0.9987184443610977
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O1,mixed,0.9757040133658064,0.9246519227035442,0.9161547560658954
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O2,mixed,0.9987170666085707,0.996514806943378,0.9965096217650963
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O3,mixed,0.98782791885948,0.9769090535600788,0.9792210265139494
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O4,mixed,0.9912016854963164,0.9939912608540115,0.9935979919794582
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O5,mixed,0.980063394759505,0.973289180255458,0.9756625602261909
gemma,external_taxonomy_expanded,openness,leave_one_facet_out,O6,mixed,0.9564693756621724,0.9489131461370883,0.9469057442081878
gemma,external_taxonomy_expanded,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9099090997489149,0.835686155457493,0.8359637633074638
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,cautious,positive,0.9977650248997767,0.9994013562260732,0.9992862294798189
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,circumspect,positive,0.9976092920469664,0.999546035836971,0.9994114422549841
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,conscientious,positive,0.9986453341870767,0.9997031958104631,0.9998211246069069
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,disorganized,negative,0.9923340143322761,0.9990244983148806,0.9993675889328064
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,impatient,negative,0.9919006658025169,0.9975572646155133,0.9976573093678774
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,impulsive,negative,0.9917666866924015,0.9989524813208082,0.9992689189579066
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,methodical,positive,0.9987945454678622,0.9997594943430246,0.9996866795533886
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,meticulous,positive,0.9991294648130318,0.9994555763428502,0.9993912466460865
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9986943383715625,0.9991519790452981,0.9990640777819453
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,principled,positive,0.9973811520193159,0.9995781124138836,0.999435676985661
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,proactive,positive,0.9979049175214683,0.9997369245881433,0.9996711000836677
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,problem_solving,positive,0.997939687641578,0.9993221958116847,0.9993075791235105
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,regulatory,positive,0.99718438048549,0.9996654300924783,0.999519921525634
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,risk_taking,negative,0.9927564603927563,0.9981156986948743,0.9986243905253743
gemma,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9940024322220846,0.9978291566263681,0.9984333977669426
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C1,mixed,0.997939687641578,0.9993221958116847,0.9993075791235105
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C2,mixed,0.9853526747940959,0.9980739036496785,0.9986295836819481
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C3,mixed,0.9897730529990724,0.9987272297535768,0.9986151582470212
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C4,mixed,0.9967470504524691,0.9992951580308118,0.9992925766711866
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C5,mixed,0.9919006658025169,0.9975572646155133,0.9976573093678774
gemma,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C6,mixed,0.9495242297972881,0.9848301791506836,0.9908865872306051
gemma,external_taxonomy_expanded,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9476246451635895,0.9858131399418636,0.9868993970168202
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,animated,positive,0.9994678258170049,0.9998322760644587,0.9997622688324053
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,assertive,positive,0.9976466294607746,0.9983590641106028,0.9984426300452958
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,avoidant,negative,0.9752043117853183,0.9889313806271309,0.9919281036323245
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,charismatic,positive,0.998875666119211,0.9993351759744434,0.9995060731081044
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,confident,positive,0.9970830123307308,0.9966788665602068,0.9968529471163557
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,dominant,positive,0.9965055380739469,0.9980273863381899,0.9984126251406481
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,effusive,positive,0.9991628413977991,0.9997488049358532,0.9996503274573728
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,entertaining,positive,0.9991111359284379,0.999581626200566,0.9995343469605609
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,extroverted,positive,0.998988508750114,0.9986146781466929,0.9987496033005395
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,gregarious,positive,0.9981462602613744,0.9972293950073049,0.997359568390987
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,introverted,negative,0.959268782636151,0.940974306152743,0.9505848071319352
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,optimistic,positive,0.9970303662145065,0.9978835982840396,0.9975707567583163
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,playful,positive,0.9987550027645362,0.9990705815102868,0.9988240385447622
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,reserved,negative,0.9709056568649683,0.976618365626655,0.9722523874094805
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,submissive,negative,0.973881918483904,0.985597195353484,0.9887533539136205
gemma,external_taxonomy_expanded,extraversion,leave_one_trait_out,witty,positive,0.9988078540133837,0.9996065186291019,0.9996203225527249
gemma,external_taxonomy_expanded,extraversion,leave_one_facet_out,E1,mixed,0.9684146832211209,0.9848281091809815,0.9899558581691239
gemma,external_taxonomy_expanded,extraversion,leave_one_facet_out,E2,mixed,0.7624368922649674,0.6275851623942511,0.6579515882403855
gemma,external_taxonomy_expanded,extraversion,leave_one_facet_out,E3,mixed,0.9336438006621863,0.9493442521081035,0.9546383543463836
gemma,external_taxonomy_expanded,extraversion,leave_one_facet_out,E4,mixed,0.9980882554431256,0.9995000277895975,0.999403941028822
gemma,external_taxonomy_expanded,extraversion,leave_one_facet_out,E6,mixed,0.9852700777285125,0.9909968306764791,0.9932500504890222
gemma,external_taxonomy_expanded,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.9309367729773204,0.9757589186762746,0.9813819566659934
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,accommodating,positive,0.9990355287450221,0.9994175104277242,0.9990427281382533
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,acerbic,negative,0.9998675142620552,0.9999608507477868,0.999898444938115
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,agreeable,positive,0.9998959766587129,0.999968507154946,0.9998690170508642
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,altruistic,positive,0.9993699752088203,0.9996969283412015,0.9995897406306801
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,arrogant,negative,0.9998452564307145,0.999930804067704,0.9998222786417011
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,benevolent,positive,0.9998111068671358,0.9999828767805984,0.9999284498427629
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,bitter,negative,0.9998535871235472,0.9999323938859433,0.9998442053027901
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,callous,negative,0.9997889009291631,0.9998992987060684,0.999688987622977
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,collaborative,positive,0.9991202821944434,0.9997917138103671,0.9996151293961514
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,competitive,negative,0.9997758383728838,0.9999577880843161,0.9998932517815413
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,conciliatory,positive,0.9996623159860154,0.9998158476250718,0.9995389630997373
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,condescending,negative,0.9997083006584071,0.9999194000198126,0.9998326649548486
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,confrontational,negative,0.9996213118311612,0.9998313061873038,0.9996133983439601
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cruel,negative,0.9998907143828781,0.9999797959795262,0.9999238337035862
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cynical,negative,0.9997915427574031,0.9999364959488796,0.99983035688526
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,diplomatic,positive,0.9995966734304267,0.9997830488223091,0.999526845734399
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,elitist,negative,0.999689075236342,0.999828452898706,0.9996474423703874
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,empathetic,positive,0.9992414109083179,0.9994359202524152,0.9988846253714551
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,evil,negative,0.999789043233713,0.9999386744150989,0.9998453593375841
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,forgiving,positive,0.9992958211605765,0.9996636302755966,0.9992596866795534
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,grandiose,negative,0.9996065468590641,0.9994265671230633,0.9991765961743747
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,hostile,negative,0.9998448920437149,0.9999155101536281,0.9998499754767608
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,humble,positive,0.9989223258959307,0.9993358102387613,0.9989411730763683
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,judgmental,negative,0.9998867091379732,0.9999480230703616,0.9998695940682613
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,manipulative,negative,0.9997036547037013,0.9998963293970625,0.9997080291970804
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,militant,negative,0.9997964154937149,0.9999540519552261,0.9998667089812758
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,misanthropic,negative,0.9998075572053129,0.9999536871282426,0.9998794033640115
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,nurturing,positive,0.9996845769488856,0.9999581320395033,0.9998724791552466
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,pacifist,positive,0.9989910971013561,0.9995991576843817,0.999272381062289
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,paranoid,negative,0.9997136769497039,0.9999241962883348,0.999791119702259
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,passive_aggressive,negative,0.9996639807013932,0.9998763480552872,0.9997495744496697
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,patient,positive,0.9992034688082421,0.9996882964165266,0.9994541415423676
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,supportive,positive,0.9995219584535955,0.9999284791617803,0.9998142003981421
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,tactful,positive,0.9996512315608743,0.9998822004233892,0.999766884971582
gemma,external_taxonomy_expanded,agreeableness,leave_one_trait_out,vindictive,negative,0.9993970521621124,0.9999576290569382,0.9998217016243041
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A1,mixed,0.9986840395609807,0.999811853288664,0.9997005279709185
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A2,mixed,0.9992845480376082,0.9996745110724369,0.9993750901589683
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A3,mixed,0.9987782304011508,0.9995276311986063,0.9993831684025274
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A4,mixed,0.972823144963475,0.9896656521599536,0.9897596722541184
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A5,mixed,0.9934811917601309,0.9935606498652431,0.993116759470298
gemma,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A6,mixed,0.9944366141866462,0.9981139948652065,0.9974172701306945
gemma,external_taxonomy_expanded,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9509998020070605,0.958264207542626,0.9290141657770983
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,anxious,positive,0.997900609412168,0.9982640141254815,0.9983191483223219
