model_trait,canonical_definition,coverage_category,coverage_label,review_status,evidence_text,candidate_item_ids,accepted_evidence_item_ids,candidate_scale_names,wording_direction,lexical_candidate_item_ids,semantic_candidate_item_ids,top_semantic_score,ambiguity_flag,notes
manic,"Displays excessive energy, rapid thoughts, and elevated mood to extreme degree.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1099: Have frequent mood swings. | q_279: Am usually active and full of energy. | q_1393: Maintain high energy throughout the day.,q_1099;q_279;q_1393;q_4224;q_208;q_994;q_497;q_4294,q_1099;q_279;q_1393,IPIP100:B5:ES;MPQ:MPQ:SR;IPIPneo:N3:DE;HEXACO:H:X:L,same_direction,q_4224;q_279;q_208;q_994;q_497,q_4224;q_279;q_208;q_994;q_497,0.112762,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
avoidant,Consistently withdraws from challenging situations and social interactions.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_312: Avoid company. | q_901: Find it difficult to approach others. | q_1671: [Enjoy interactions less than others].,q_312;q_901;q_1671;q_254;q_168;q_315;q_1435;q_1388,q_312;q_901;q_1671,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC;HEXACO:H:X:S,mixed_or_reverse_wording_review_required,q_254;q_168;q_1671;q_315;q_1435,q_254;q_168;q_1671;q_315;q_1435,0.221631,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
systems_thinker,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_2754;q_423;q_1327;q_1861;q_1301;q_195;q_519;q_148,,,not_applicable_or_not_accepted,q_2754;q_423;q_1327;q_1861;q_1301,q_2754;q_423;q_1327;q_1861;q_1301,0.132876,True,Broad-domain coverage is not a usable one-to-one trait match.
ironic,Uses irony to highlight contradictions and express meaning through opposites.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_803;q_1477;q_799;q_531;q_1587;q_618;q_477;q_1248,,,not_applicable_or_not_accepted,q_803;q_1477;q_799;q_531;q_1587,q_803;q_1477;q_799;q_531;q_1587,0.139615,False,No defensible coverage found in this feasibility review.
sarcastic,"Employs sharp, cutting remarks often to mock or convey contempt.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1051: Have a sharp tongue. | q_4265: Like telling jokes and funny stories to my friends.,q_1051;q_4265;q_4242;q_208;q_1490;q_4288;q_206;q_1479,q_1051;q_4265,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;EPQr:EPQ:E,same_direction,q_1051;q_4242;q_208;q_1490;q_4288,q_1051;q_4242;q_208;q_1490;q_4288,0.150428,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
pedantic,Overly concerned with minor details and formal rules of knowledge.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1507: Pay attention to details. | q_1915: Want every detail taken care of. | q_1657: See that rules are observed.,q_1507;q_1915;q_1657;q_90;q_1543;q_1214;q_1752;q_405,q_1507;q_1915;q_1657,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;BFAS:BFAS:C:O,same_direction,q_90;q_1543;q_1507;q_1214;q_1752,q_90;q_1543;q_1507;q_1214;q_1752,0.273005,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
subversive,Undermines established norms through subtle challenges and indirect resistance.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1609: Rebel against authority. | q_4244: Prefer to go my own way rather than act by the rules.,q_1609;q_4244;q_1248;q_1196;q_1388;q_1393;q_736;q_722,q_1609;q_4244,HEXACO:H:O:U;EPQr:EPQ:P,same_direction,q_1248;q_1196;q_1388;q_1393;q_736,q_1248;q_1196;q_1388;q_1393;q_736,0.068061,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
formalist,"Prioritizes structure, form, and proper procedures over content or substance.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1301: Like to be viewed as proper and conventional. | q_1657: See that rules are observed. | q_1752: Stick to the rules.,q_1301;q_1657;q_1752;q_1196;q_1280;q_1467;q_3691;q_711,q_1301;q_1657;q_1752,HEXACO:H:O:U;BFAS:BFAS:C:O;QB6:QB6:H;IPIPneo:A2:MO,same_direction,q_1301;q_1196;q_1280;q_1467;q_3691,q_1301;q_1196;q_1280;q_1467;q_3691,0.120262,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
structuralist,"Analyzes underlying patterns, relationships, and organizing principles in systems.",1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_3691;q_1467;q_2853;q_722;q_240;q_1185;q_1880;q_721,,,not_applicable_or_not_accepted,q_3691;q_1467;q_2853;q_722;q_240,q_3691;q_1467;q_2853;q_722;q_240,0.031472,True,Broad-domain coverage is not a usable one-to-one trait match.
deconstructionist,Systematically dismantles assumptions to reveal hidden meanings and contradictions.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1635;q_1758;q_531;q_477;q_3691;q_1587;q_736;q_630,,,not_applicable_or_not_accepted,q_1635;q_1758;q_531;q_477;q_3691,q_1635;q_1758;q_531;q_477;q_3691,0.159343,False,No defensible coverage found in this feasibility review.
chaotic,Recognizes extreme sensitivity to initial conditions and unpredictable outcomes.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_22: Act impulsively when something is bothering me. | q_1254: Leave a mess in my room. | q_636: Do things without thinking of the consequences.,q_22;q_1254;q_636;q_253;q_4257;q_89;q_4235;q_2745,q_22;q_1254;q_636,HEXACO:H:C:PR;IPIP100:B5:C;HEXACO:H:C:O;QB6:QB6:C;IPIPneo:C2:OR,same_direction,q_253;q_4257;q_89;q_4235;q_2745,q_253;q_4257;q_89;q_4235;q_2745,0.068002,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
critical,"Systematically questions power structures, assumptions, and accepted narratives.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_238: Am quick to correct others. | q_239: Am quick to judge others.,q_238;q_239;q_2008;q_1235;q_1054;q_917;q_6;q_923,q_238;q_239,QB6:QB6:A;HEXACO:H:A:G,same_direction,q_2008;q_1235;q_1054;q_917;q_6,q_2008;q_1235;q_1054;q_917;q_6,0.120575,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_251: Am seldom bothered ... suffering of strangers. | q_4251: Enjoy practical jokes that can sometimes really hurt people. | q_4231: It would upset me a lot to see a child or animal suffer.,q_251;q_4251;q_4231;q_1757;q_146;q_4287;q_4269;q_23,q_251;q_4251;q_4231,HEXACO:H:E:S;EPQr:EPQ:P,mixed_or_reverse_wording_review_required,q_251;q_1757;q_146;q_4287;q_4269,q_251;q_1757;q_146;q_4287;q_4269,0.145518,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1896: Use others for my own ends. | q_1765: Take advantage of others. | q_905: Find it difficult to manipulate others.,q_1896;q_1765;q_905;q_978;q_1769;q_1185;q_1681;q_56,q_1896;q_1765;q_905,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,mixed_or_reverse_wording_review_required,q_978;q_1769;q_1185;q_1681;q_56,q_978;q_1769;q_1185;q_1681;q_56,0.198456,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
petty,Focuses on trivial grievances and makes disproportionate issues of minor slights.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1633;q_228;q_1676;q_780;q_469;q_1397;q_926;q_1401,,,not_applicable_or_not_accepted,q_1633;q_228;q_1676;q_780;q_469,q_1633;q_228;q_1676;q_780;q_469,0.067559,False,No defensible coverage found in this feasibility review.
callous,Shows emotional hardness and insensitivity to others' feelings or suffering.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_146: Am indifferent to the feelings of others. | q_251: Am seldom bothered ... suffering of strangers. | q_4231: It would upset me a lot to see a child or animal suffer.,q_146;q_251;q_4231;q_1763;q_1703;q_403;q_219;q_1681,q_146;q_251;q_4231,IPIP100:B5:A;BFAS:BFAS:A:C;IPIPneo:A3:AL;HEXACO:H:E:S;EPQr:EPQ:P,mixed_or_reverse_wording_review_required,q_146;q_1763;q_1703;q_251;q_403,q_146;q_1763;q_1703;q_251;q_403,0.159665,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
dogmatic,Rigidly adheres to beliefs without considering evidence or alternative viewpoints.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_345: Believe in one true religion. | q_369: Believe laws should be strictly enforced. | q_689: Don't like the idea of change.,q_345;q_369;q_689;q_2756;q_636;q_35;q_2005;q_94,q_345;q_369;q_689,MPQ:MPQ:TR;IPIPneo:O6:LI;IPIPneo:O4:AD,mixed_or_reverse_wording_review_required,q_2756;q_636;q_35;q_2005;q_94,q_2756;q_636;q_35;q_2005;q_94,0.054323,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
condescending,Adopts patronizing tone that implies superiority while appearing helpful.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_164;q_1679;q_711;q_1159;q_882;q_1490;q_1385;q_1223,,,not_applicable_or_not_accepted,q_164;q_1679;q_711;q_1159;q_882,q_164;q_1679;q_711;q_1159;q_882,0.0581,False,No defensible coverage found in this feasibility review.
hostile,Exhibits aggressive antagonism and combative approach to interactions.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1051: Have a sharp tongue. | q_630: Do things out of revenge. | q_1150: Hold a grudge.,q_1051;q_630;q_1150;q_901;q_1671;q_1957;q_1883;q_1360,q_1051;q_630;q_1150,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,same_direction,q_901;q_1671;q_1957;q_1883;q_1360,q_901;q_1671;q_1957;q_1883;q_1360,0.16755,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_239: Am quick to judge others. | q_238: Am quick to correct others.,q_239;q_238;q_1151;q_240;q_1044;q_1042;q_1943;q_844,q_239;q_238,HEXACO:H:A:G;QB6:QB6:A,same_direction,q_239;q_1151;q_238;q_240;q_1044,q_239;q_1151;q_238;q_240;q_1044,0.188471,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_848: Feel short-changed in life. | q_1150: Hold a grudge. | q_630: Do things out of revenge.,q_848;q_1150;q_630;q_4272;q_1477;q_803;q_1436;q_799,q_848;q_1150;q_630,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,same_direction,q_4272;q_1477;q_803;q_1436;q_799,q_4272;q_1477;q_803;q_1436;q_799,0.101981,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
flirty,"Engages in playful romantic banter, uses charming innuendo, and creates light sexual tension.",0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_740;q_1120;q_47;q_1441;q_780;q_1517;q_1768;q_4256,,,not_applicable_or_not_accepted,q_740;q_1120;q_47;q_1441;q_780,q_740;q_1120;q_47;q_1441;q_780,0.067111,False,No defensible coverage found in this feasibility review.
sassy,"Delivers bold, cheeky responses with confident attitude and spirited defiance.",0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_804;q_1705;q_505;q_1196;q_1447;q_4281;q_154;q_139,,,not_applicable_or_not_accepted,q_804;q_1705;q_505;q_1196;q_1447,q_804;q_1705;q_505;q_1196;q_1447,0.086651,False,No defensible coverage found in this feasibility review.
goofy,"Embraces silly humor, makes deliberately ridiculous jokes, and acts playfully foolish.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_4265: Like telling jokes and funny stories to my friends. | q_1685: Seldom joke around.,q_4265;q_1685;q_4251;q_1633;q_1395;q_1825;q_279;q_926,q_4265;q_1685,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH,mixed_or_reverse_wording_review_required,q_4251;q_4265;q_1633;q_1395;q_1685,q_4251;q_4265;q_1633;q_1395;q_1685,0.087615,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
edgy,"Pushes boundaries with dark humor, controversial takes, and deliberately provocative content.",1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_1038;q_1769;q_978;q_56;q_313;q_1185;q_531;q_1031,,,not_applicable_or_not_accepted,q_1038;q_1769;q_978;q_56;q_313,q_1038;q_1769;q_978;q_56;q_313,0.110266,True,Broad-domain coverage is not a usable one-to-one trait match.
mischievous,"Delights in harmless troublemaking, playful pranks, and creating amusing chaos.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_4251: Enjoy practical jokes that can sometimes really hurt people. | q_4265: Like telling jokes and funny stories to my friends.,q_4251;q_4265;q_1146;q_4246;q_1780;q_1441;q_920;q_47,q_4251;q_4265,EPQr:EPQ:P;EPQr:EPQ:E,same_direction,q_1146;q_4246;q_1780;q_1441;q_920,q_1146;q_4246;q_1780;q_1441;q_920,0.072485,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_2951: Have a colorful and dramatic way of talking about things.  | q_1555: Put on a show to impress people.,q_2951;q_1555;q_4267;q_1307;q_1330;q_610;q_1329;q_1290,q_2951;q_1555,PS:PS:P;HEXACO:H:H:S,same_direction,q_2951;q_4267;q_1307;q_1330;q_610,q_2951;q_4267;q_1307;q_1330;q_610,0.109189,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
chill,"Maintains relaxed, easy-going vibe that makes others feel comfortable and unpressured.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_248: Am relaxed most of the time. | q_820: Feel comfortable with myself. | q_819: Feel comfortable around people.,q_248;q_820;q_819;q_1496;q_4261;q_1480;q_89;q_1420,q_248;q_820;q_819,IPIP100:B5:ES;MPQ:MPQ:SR;IPIPneo:N1:ANX;BFAS:BFAS:N:W;IPIPneo:N3:DE;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:E1:FR,same_direction,q_820;q_819;q_1496;q_4261;q_248,q_820;q_819;q_1496;q_4261;q_248,0.327829,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
savage,Delivers brutally honest truths and devastating comebacks without holding back.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_163;q_1151;q_35;q_1812;q_463;q_957;q_1173;q_636,,,not_applicable_or_not_accepted,q_163;q_1151;q_35;q_1812;q_463,q_163;q_1151;q_35;q_1812;q_463,0.23258,False,No defensible coverage found in this feasibility review.
